CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
3389,5,Yes,TraJiK,348,2012-05-30 00:00:00,Yes
27770,,No,Nippur,331,2024-09-10 00:00:00,Yes
25964,,No,Logan1109,643,2022-11-28 00:00:00,Yes
25933,,No,Logan1109,824,2022-11-09 00:00:00,Yes
25285,,No,Brunocm22,949,2022-03-21 00:00:00,Yes
25286,,No,Brunocm22,944,2022-03-21 00:00:00,Yes
25078,,Yes,Kuroxtyan,596,2021-11-15 00:00:00,Yes
18021,,No,Casperr,359,2016-01-02 00:00:00,Yes
14529,,No,retrogamer343,451,2015-08-08 00:00:00,Yes
9415,,No,FdnSL,405,2014-10-19 00:00:00,Yes
9195,,No,FdnSL,406,2014-10-06 00:00:00,Yes
