CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
26093,,0,NKane,412,2023-01-03 00:00:00,Yes
19814,,0,smokemonster,1410,2016-09-22 00:00:00,Yes
18983,,0,Lurker,224,2016-03-11 00:00:00,Yes
18661,,1,Joseadilson,275,2016-02-06 00:00:00,Yes
17992,,0,Casperr,357,2016-01-02 00:00:00,Yes
15561,,0,fertinga2,362,2015-11-20 00:00:00,Yes
15066,,0,kulurak,757,2015-10-17 00:00:00,Yes
15060,,0,kulurak,768,2015-10-16 00:00:00,Yes
15057,,0,Madass,593,2015-10-15 00:00:00,Yes
15048,,0,kulurak,780,2015-10-14 00:00:00,Yes
15049,,0,kulurak,939,2015-10-14 00:00:00,Yes
15051,,0,lordstoneheart7,745,2015-10-14 00:00:00,Yes
15052,,0,luisdarisa,563,2015-10-14 00:00:00,Yes
