CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
20136,,No,efen3001,202,2016-10-17 00:00:00,Yes
15470,,No,TripleXXXBalla,531,2015-11-07 00:00:00,Yes
15436,,No,TripleXXXBalla,531,2015-11-06 00:00:00,Yes
