CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
26484,,0,RefosLastKnight,228,2023-05-23 00:00:00,Yes
25744,,0,Logan1109,741,2022-09-15 00:00:00,Yes
24934,,0,RefosLastKnight,283,2021-07-04 00:00:00,Yes
24832,,0,Zaikrot,882,2021-06-13 00:00:00,Yes
24666,,1,MushroomKnight,759,2021-05-29 00:00:00,Yes
22872,,0,Merlin994,914,2018-07-18 00:00:00,Yes
22589,,0,Merlin994,907,2018-05-25 00:00:00,Yes
21849,,0,lumapaz,274,2017-11-10 00:00:00,Yes
21796,,0,Yors,328,2017-10-17 00:00:00,Yes
21391,,0,GSylar,264,2017-08-15 00:00:00,Yes
21390,,0,GSylar,250,2017-08-15 00:00:00,Yes
21389,,0,GSylar,263,2017-08-15 00:00:00,Yes
20625,,1,Marketplace,1282,2016-12-24 00:00:00,Yes
20521,,1,Marketplace,1222,2016-12-13 00:00:00,Yes
19081,,0,ks303,1226,2016-04-04 00:00:00,Yes
18873,,1,Joseadilson,1266,2016-02-16 00:00:00,Yes
18714,,1,Joseadilson,1443,2016-02-07 00:00:00,Yes
17527,,0,gorrolana73,1232,2015-12-27 00:00:00,Yes
15506,,0,Destructo99,1253,2015-11-12 00:00:00,Yes
15336,,0,funkuzo,677,2015-11-04 00:00:00,Yes
14969,,0,KroZ2,1215,2015-09-30 00:00:00,Yes
14884,,0,Roberto3,357,2015-09-19 00:00:00,Yes
14775,,0,wilver,351,2015-09-09 00:00:00,Yes
14622,,0,Roberto3,357,2015-08-26 00:00:00,Yes
14055,,0,RianLivre2099,301,2015-06-07 00:00:00,Yes
13840,,0,Lionhart0,899,2015-05-19 00:00:00,Yes
13836,,0,devil-666,977,2015-05-18 00:00:00,Yes
13373,,0,Nonterrorist,926,2015-04-27 00:00:00,Yes
13315,,0,Lionhart0,907,2015-04-23 00:00:00,Yes
12612,,0,mostwantedzetaRK,1237,2015-02-27 00:00:00,Yes
12567,,0,mostwantedzetaRK,1226,2015-02-24 00:00:00,Yes
12368,,0,MushroomKnight,482,2015-02-11 00:00:00,Yes
12361,,0,Lukibells,135,2015-02-10 00:00:00,Yes
12316,,0,zero1362,187,2015-02-09 00:00:00,Yes
12303,,1,Mateuszatch,1201,2015-02-08 00:00:00,Yes
12304,,0,pesxdz,932,2015-02-08 00:00:00,Yes
