CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
26162,,Yes,blzzs,144,2023-01-11 00:00:00,Yes
25753,,No,Logan1109,667,2022-09-15 00:00:00,Yes
24626,,Yes,Deewayne,197,2021-05-15 00:00:00,Yes
24021,,No,SrFoxyy,711,2020-07-05 00:00:00,Yes
23181,,No,angel2003,528,2018-12-18 00:00:00,Yes
21190,,No,Luy09,711,2017-06-07 00:00:00,Yes
18726,,Yes,Joseadilson,617,2016-02-07 00:00:00,Yes
14292,,No,N071V3,1075,2015-07-08 00:00:00,Yes
14284,,No,Alex17rus,1163,2015-07-07 00:00:00,Yes
13508,,No,Lionhart0,1045,2015-05-06 00:00:00,Yes
12977,,No,ZinouLink,1075,2015-03-25 00:00:00,Yes
12831,,No,Pr0cy,1113,2015-03-11 00:00:00,Yes
12520,,No,pedrinho88,1075,2015-02-21 00:00:00,Yes
11804,,No,alice989,181,2015-01-24 00:00:00,Yes
11558,,No,MT2,1075,2015-01-18 00:00:00,Yes
11357,,No,rawil,1210,2015-01-08 00:00:00,Yes
11311,,No,rawil,492,2015-01-07 00:00:00,Yes
10870,,No,bilordes,649,2014-12-18 00:00:00,Yes
10726,,No,Lurker,384,2014-12-11 00:00:00,Yes
10725,,No,Lurker,349,2014-12-11 00:00:00,Yes
10596,,Yes,HawkEight ,617,2014-12-04 00:00:00,Yes
10595,,No,HawkEight ,686,2014-12-04 00:00:00,Yes
10344,,No,RobertBolvari,1052,2014-11-21 00:00:00,Yes
10308,,No,fertinga2,168,2014-11-19 00:00:00,Yes
10309,,No,kulurak,1122,2014-11-19 00:00:00,Yes
10304,,Yes,alex1501,632,2014-11-18 00:00:00,Yes
10242,,No,fertinga2,392,2014-11-18 00:00:00,Yes
10154,,No,kulurak,1152,2014-11-16 00:00:00,Yes
10129,,Yes,MushroomKnight,460,2014-11-15 00:00:00,Yes
10153,,No,Lurker,351,2014-11-15 00:00:00,Yes
9638,,No,kulurak,1324,2014-11-05 00:00:00,Yes
9561,,No,narajo,614,2014-10-29 00:00:00,Yes
9555,,No,FdnSL,636,2014-10-27 00:00:00,Yes
9556,,No,FdnSL,644,2014-10-27 00:00:00,Yes
