CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
2771,4,No,GRubber,399,2011-12-09 00:00:00,Yes
24587,,Yes,danito_bon43,930,2021-04-21 00:00:00,Yes
22494,,Yes,Remmigiosh,1599,2018-05-12 00:00:00,Yes
