CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
2906,5,0,ronyman,212,2012-01-20 00:00:00,Yes
3019,4,0,mariolino,554,2012-03-09 00:00:00,Yes
14983,,1,Zerox_dogma,1261,2015-10-01 00:00:00,Yes
