CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
6324,5,0,crashbilordlink,619,2014-02-08 00:00:00,Yes
6187,5,1,Yagami_Raito,945,2013-12-18 00:00:00,Yes
6723,0,0,Roberto3,205,2014-05-19 00:00:00,Yes
23534,,0,Elementix,1597,2019-07-08 00:00:00,Yes
18571,,0,Hecate,979,2016-01-26 00:00:00,Yes
18482,,0,Hecate,988,2016-01-14 00:00:00,Yes
18351,,0,Hecate,626,2016-01-07 00:00:00,Yes
15489,,0,Hecate,1112,2015-11-08 00:00:00,Yes
15248,,0,linewalker90,1038,2015-10-30 00:00:00,Yes
14893,,0,Roberto3,291,2015-09-19 00:00:00,Yes
13463,,0,Lionhart0,923,2015-05-02 00:00:00,Yes
11760,,0,alice989,123,2015-01-24 00:00:00,Yes
9844,,0,Sisee,960,2014-11-08 00:00:00,Yes
9579,,0,Lurker,248,2014-10-31 00:00:00,Yes
8966,,0,Lurker,571,2014-09-25 00:00:00,Yes
8967,,0,Lurker,240,2014-09-25 00:00:00,Yes
8968,,0,Lurker,572,2014-09-25 00:00:00,Yes
7315,,0,igarikoitz,514,2014-07-26 00:00:00,Yes
6927,,0,Roberto3,270,2014-07-05 00:00:00,Yes
6921,,0,Roberto3,270,2014-07-04 00:00:00,Yes
