CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
24567,,No,DIVANKORT,961,2021-04-16 00:00:00,Yes
24314,,No,alexjoker,712,2020-12-08 00:00:00,Yes
14975,,No,KroZ2,994,2015-09-30 00:00:00,Yes
12114,,No,HawkEight ,559,2015-01-28 00:00:00,Yes
12037,,No,eldani64,596,2015-01-27 00:00:00,Yes
11353,,No,pesxdz,1010,2015-01-07 00:00:00,Yes
10371,,No,VitorAugustoXDD,840,2014-11-23 00:00:00,Yes
9961,,Yes,matansabag,565,2014-11-11 00:00:00,Yes
9790,,No,pesxdz,894,2014-11-08 00:00:00,Yes
9755,,No,EliakinSEP1914,1056,2014-11-07 00:00:00,Yes
9233,,No,FdnSL,572,2014-10-09 00:00:00,Yes
8929,,No,MT2,370,2014-09-24 00:00:00,Yes
