CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
4740,5,0,Dinozzo,963,2013-02-28 00:00:00,Yes
3847,5,1,Nico241,285,2012-09-27 00:00:00,Yes
2994,5,0,killerz,687,2012-02-29 00:00:00,Yes
3705,2,0,nitevish,346,2012-09-01 00:00:00,Yes
28178,,0,stiven2326,107,2024-12-23 00:00:00,Yes
27486,,0,ANHELL93,234,2024-04-15 00:00:00,Yes
26958,,0,GermanTron,759,2023-12-04 00:00:00,Yes
26485,,1,RefosLastKnight,231,2023-05-23 00:00:00,Yes
25880,,0,Logan1109,693,2022-11-01 00:00:00,Yes
22964,,1,NotRealAdilson,1090,2018-09-01 00:00:00,Yes
21532,,1,192.168.1.360,963,2017-09-20 00:00:00,Yes
21196,,0,Luy09,800,2017-06-07 00:00:00,Yes
20451,,1,Marketplace,262,2016-12-09 00:00:00,Yes
20453,,1,Marketplace,873,2016-12-09 00:00:00,Yes
18984,,0,Lurker,236,2016-03-11 00:00:00,Yes
18935,,0,CyborgPro360,313,2016-03-10 00:00:00,Yes
18926,,1,Joseadilson,1159,2016-03-08 00:00:00,Yes
18785,,1,Joseadilson,873,2016-02-07 00:00:00,Yes
16852,,0,Magalyto,1120,2015-12-17 00:00:00,Yes
14974,,0,KroZ2,941,2015-09-30 00:00:00,Yes
14339,,1,Shisha,1245,2015-07-15 00:00:00,Yes
13890,,0,Lionhart0,994,2015-05-23 00:00:00,Yes
13879,,0,Sandmano,3040,2015-05-22 00:00:00,Yes
13539,,0,GSV,943,2015-05-08 00:00:00,Yes
12733,,0,QuattroGam3r,802,2015-03-03 00:00:00,Yes
12702,,0,projektHAZE,1120,2015-03-02 00:00:00,Yes
10977,,0,tallaito,1053,2014-12-22 00:00:00,Yes
10431,,0,pablim54,339,2014-11-25 00:00:00,Yes
10292,,0,amer4747,1231,2014-11-18 00:00:00,Yes
9086,,0,FdnSL,281,2014-10-04 00:00:00,Yes
7512,,0,caco81,138,2014-08-03 00:00:00,Yes
