CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
3806,0,No,BlackTeresis,587,2012-09-22 00:00:00,Yes
3442,0,Yes,TraJiK,439,2012-06-01 00:00:00,Yes
26892,,No,GermanTron,970,2023-12-04 00:00:00,Yes
23807,,No,matt9,941,2020-01-28 00:00:00,Yes
12408,,No,RianLivre2099,332,2015-02-12 00:00:00,Yes
11545,,No,mostwantedzetaRK,1442,2015-01-17 00:00:00,Yes
11494,,No,T3KNOSIS,650,2015-01-16 00:00:00,Yes
10585,,Yes,Antonditto,170,2014-12-03 00:00:00,Yes
8089,,No,Lurker,499,2014-09-08 00:00:00,Yes
8090,,No,Lurker,665,2014-09-08 00:00:00,Yes
