CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
6089,5,0,ZEAtol,241,2013-11-23 00:00:00,Yes
348,5,1,JPizzle,584,2011-02-21 00:00:00,Yes
6515,2,0,jason7b7,530,2014-03-24 00:00:00,Yes
26955,,0,GermanTron,842,2023-12-04 00:00:00,Yes
25877,,0,Logan1109,691,2022-11-01 00:00:00,Yes
24908,,0,Zaikrot,780,2021-06-25 00:00:00,Yes
23861,,0,BroBas00,991,2020-02-15 00:00:00,Yes
23864,,0,BroBas00,987,2020-02-15 00:00:00,Yes
14127,,0,gore,280,2015-06-16 00:00:00,Yes
13884,,0,Alex17rus,1224,2015-05-23 00:00:00,Yes
11810,,0,alice989,87,2015-01-24 00:00:00,Yes
11391,,0,QuattroGam3r,227,2015-01-11 00:00:00,Yes
8903,,0,Lurker,485,2014-09-23 00:00:00,Yes
8904,,0,Lurker,480,2014-09-23 00:00:00,Yes
8905,,0,Lurker,486,2014-09-23 00:00:00,Yes
8906,,0,Lurker,514,2014-09-23 00:00:00,Yes
8907,,0,Lurker,559,2014-09-23 00:00:00,Yes
8902,,0,Lurker,199,2014-09-23 00:00:00,Yes
