CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
20728,,No,Hulkmoon,451,2017-01-11 00:00:00,Yes
19327,,No,kres,932,2016-06-04 00:00:00,Yes
19317,,Yes,chinoterraza,972,2016-05-28 00:00:00,Yes
19288,,No,danny40,1044,2016-05-14 00:00:00,Yes
19092,,No,hfs587,467,2016-04-08 00:00:00,Yes
19088,,No,JaWii,881,2016-04-06 00:00:00,Yes
19076,,No,Bryanfp94,713,2016-04-04 00:00:00,Yes
18911,,No,m0hamed hamed,1044,2016-03-02 00:00:00,Yes
18809,,No,Ryback19,1044,2016-02-08 00:00:00,Yes
18561,,No,omeriyibas,544,2016-01-26 00:00:00,Yes
18557,,No,sirlindqvist,826,2016-01-25 00:00:00,Yes
18479,,No,josso,688,2016-01-13 00:00:00,Yes
16854,,Yes,leocaz1,985,2015-12-19 00:00:00,Yes
16855,,No,invoker,220,2015-12-19 00:00:00,Yes
16253,,No,fertinga2,1077,2015-12-12 00:00:00,Yes
15528,,No,Racaae,1067,2015-11-15 00:00:00,Yes
15518,,No,Bigjumex,1245,2015-11-14 00:00:00,Yes
15338,,No,funkuzo,546,2015-11-04 00:00:00,Yes
15282,,No,invoker,224,2015-10-31 00:00:00,Yes
15199,,No,invoker,218,2015-10-27 00:00:00,Yes
15194,,No,sirlindqvist,941,2015-10-27 00:00:00,Yes
15113,,No,Angel877,938,2015-10-21 00:00:00,Yes
15109,,No,invoker,217,2015-10-21 00:00:00,Yes
15097,,No,lucianinho,194,2015-10-19 00:00:00,Yes
15073,,No,sirlindqvist,865,2015-10-18 00:00:00,Yes
15072,,No,sirlindqvist,850,2015-10-18 00:00:00,Yes
15068,,No,miguelra1974,825,2015-10-17 00:00:00,Yes
15061,,No,miguelra1974,743,2015-10-16 00:00:00,Yes
15016,,No,invoker,194,2015-10-08 00:00:00,Yes
15012,,No,ndc6105058,932,2015-10-07 00:00:00,Yes
15006,,No,invoker,248,2015-10-07 00:00:00,Yes
15000,,No,invoker,218,2015-10-06 00:00:00,Yes
14998,,No,stephd30,546,2015-10-06 00:00:00,Yes
14992,,No,stephd30,181,2015-10-06 00:00:00,Yes
14968,,No,Millet2804,1093,2015-09-30 00:00:00,Yes
14962,,No,jackps2010,548,2015-09-28 00:00:00,Yes
14955,,No,johncrema,106,2015-09-28 00:00:00,Yes
14933,,Yes,matansabag,964,2015-09-25 00:00:00,Yes
14925,,No,MT2,1500,2015-09-23 00:00:00,Yes
14919,,No,GSV,952,2015-09-22 00:00:00,Yes
14918,,No,matansabag,1009,2015-09-22 00:00:00,Yes
14917,,No,matansabag,1040,2015-09-22 00:00:00,Yes
14915,,No,STS7712,2961,2015-09-21 00:00:00,Yes
14910,,No,Lionhart0,688,2015-09-19 00:00:00,Yes
14873,,No,Lionhart0,688,2015-09-18 00:00:00,Yes
14820,,No,kulurak,1037,2015-09-12 00:00:00,Yes
14808,,Yes,Podkonicky,1077,2015-09-11 00:00:00,Yes
14756,,No,pesxdz,933,2015-09-09 00:00:00,Yes
